adjective,meaning,Primary sense-type,Secondary sense-type
అతిరిక్తము,"అతిశయించినది,హెచ్చినది,మితిమీరినది,మీదుమిక్కిలియైనది,గొప్పది,శ్రేష్ఠము",,
అతిరోమశము,దట్టమైనరోమములుగలది,,
అతివక్త,"మాటలమారి,వదరుబోతు",,
అతివర్తి,అతిక్రమించువాడు,,
అతివర్తులము,మిక్కిలిగుండ్రనిది,,
అతివాదము,వాదమునతిక్రమించినది,,
అతివాది,"అతిసంభాషణముచేయువాడు,తనమాటనిలబెట్టుకొనుటకు బండవాదముచేయువాడు",,
అతివాహికుడు,అతివాహమునుచేయువాడు,,
అతివాహితము,"జరుపబడినది,కడపబడినది",,
అతివికటము,మిక్కిలి భయంకరము,,
అతివిషము,"మిక్కిలివిషముగలది,విషమును విరిచివేయునది",,
అతివేలము,"మేరమీరినది,అతిశయించినది,వేళదాటినది",,
అతిశయము,"ఎక్కువైనది,అధికము",,
అతిశయితము,"మీరబడినది,అతిక్రాంతము",,
అతిశాయి,"మీరునది,అతిశయించునది",,
అతిశ్వము,"(బలములో)కుక్కనతిక్రమించినది(అడవిపంది మొ..వి),కుక్కకంటేహీనమైనది",,
అతిసర్గము,"నిత్యము,ముక్తము",,
అతిసారకి/అతిసారి,అతిసారరోగముగలవాడు,,
అతిసౌరభము,మిక్కిలి పరిమళముగలది,,
అతిస్పర్శుడు,"దానహీనుడు,పిసినిగొట్టు,అధముడు",,
అతీంద్రియము,"ఇంద్రియములకు గోచరింపనిది,అప్రత్యక్ష్యము",,
అతీతము,"అతిక్రమింపబడినది,అతిక్రమించినది,మృతము,చచ్చినది",,
